compliment,KK[ˋkɑmpləmənt] DJ[ˋkɔmplimənt]
comply,KK[kəmˋplaɪ] DJ[kəmˋplai]
component,KK[kəmˋponənt] DJ[kəmˋpəunənt]
compose,KK[kəmˋpoz] DJ[kəmˋpəuz]
composer,KK[kəmˋpozɚ] DJ[kəmˋpəuzə]
composite,KK[kəmˋpɑzɪt] DJ[ˋkəmpəzit]
composition,KK[͵kɑmpəˋzɪʃən] DJ[͵kɔmpəˋziʃən]
compound,KK[kɑmˋpaʊnd] DJ[kɔmˋpaund]
comprehend,KK[͵kɑmprɪˋhɛnd] DJ[͵kɔmpriˋhend]
comprehension,KK[͵kɑmprɪˋhɛnʃən] DJ[͵kɔmpriˋhenʃən]
comprehensive,KK[͵kɑmprɪˋhɛnsɪv] DJ[͵kɔmpriˋhensiv]
compress,KK[ˋkɑmprɛs] DJ[ˋkɔmpres]
comprise,KK[kəmˋpraɪz] DJ[kəmˋpraiz]
compromise,KK[ˋkɑmprə͵maɪz] DJ[ˋkɔmprəmaiz]
compulsory,KK[kəmˋpʌlsərɪ] DJ[kəmˋpʌlsəri]
computer,KK[kəmˋpjutɚ] DJ[kəmˋpju:tə]
computerize,KK[kəmˋpjutə͵raɪzd] DJ[kəmˋpju:tə͵raizd]
computing,KK[kəmˋpjutɪŋ] DJ[kəmˋpju:tiŋ]
comrade,KK[ˋkɑmræd] DJ[ˋkɔmrid]
con,KK[kɑn] DJ[kɔn]
conceal,KK[kənˋsil] DJ[kənˋsi:l]
concede,KK[kənˋsid] DJ[kənˋsi:d]
conceit,KK[kənˋsit] DJ[kənˋsi:t]
conceive,KK[kənˋsiv] DJ[kənˋsi:v]
concentrate,KK[ˋkɑnsɛn͵tret] DJ[ˋkɔnsentreit]
concentrated,KK[ˋkɑnsɛn͵tretɪd] DJ[ˋkɔnsentreitid]
concentration,KK[͵kɑnsɛnˋtreʃən] DJ[͵kɔnsenˋtreiʃən]
concept,KK[ˋkɑnsɛpt] DJ[ˋkɔnsept]
conception,KK[kənˋsɛpʃən] DJ[kənˋsepʃən]
concern,KK[kənˋsɝn] DJ[kənˋsə:n]
concerned,KK[kənˋsɝnd] DJ[kənˋsə:nd]
concerning,KK[kənˋsɝnɪŋ] DJ[kənˋsə:niŋ]
concert,KK[ˋkɑnsɚt] DJ[ˋkɔnsət]
concession,KK[kənˋsɛʃən] DJ[kənˋseʃən]
concise,KK[kənˋsaɪs] DJ[kənˋsais]
conclude,KK[kənˋklud] DJ[kənˋklu:d]
conclusion,KK[kənˋkluʒən] DJ[kənˋklu:ʒən]
concrete,KK[ˋkɑnkrit] DJ[ˋkɔnkri:t]
condemn,KK[kənˋdɛm] DJ[kənˋdem]
condemnation,KK[͵kɑndɛmˋneʃən] DJ[͵kɔndemˋneiʃən]
condense,KK[kənˋdɛns] DJ[kənˋdens]
condition,KK[kənˋdɪʃən] DJ[kənˋdiʃən]
condom,KK[ˋkɑndəm] DJ[ˋkɔndəm]
conduct,KK[kənˋdʌkt] DJ[kənˋdʌkt]
conductor,KK[kənˋdʌktɚ] DJ[kənˋdʌktə]
cone,KK[kon] DJ[kəun]
confederation,KK[kən͵fɛdəˋreʃən] DJ[kən͵fedəˋreiʃən]
confer,KK[kənˋfɝ] DJ[kənˋfə:]
conference,KK[ˋkɑnfərəns] DJ[ˋkɔnfərəns]
confess,KK[kənˋfɛs] DJ[kənˋfes]
confession,KK[kənˋfɛʃən] DJ[kənˋfeʃən]
confidence,KK[ˋkɑnfədəns] DJ[ˋkɔnfidəns]
confident,KK[ˋkɑnfədənt] DJ[ˋkɔnfidənt]
confidential,KK[͵kɑnfəˋdɛnʃəl] DJ[͵kɑ:nfiˋdenʃəl]
configuration,KK[kən͵fɪgjəˋreʃən] DJ[kən͵figjuˋreiʃən]
confine,KK[kənˋfaɪn] DJ[kənˋfain]
confined,KK[kənˋfaɪnd] DJ[kənˋfaind]
confirm,KK[kənˋfɝm] DJ[kənˋfə:m]
conflict,KK[ˋkɑnflɪkt] DJ[ˋkɔnflikt]
conform,KK[kənˋfɔrm] DJ[kənˋfɔ:m]
confront,KK[kənˋfrʌnt] DJ[kənˋfrʌnt]
confrontation,KK[͵kɑnfrʌnˋteʃən] DJ[͵kɔnfrʌnˋteiʃən]
Confucius,KK[kənˋfjuʃəs] DJ[kənˋfju:ʃjəs]
confuse,KK[kənˋfjuz] DJ[kənˋfju:z]
confusing,KK[kənˋfjuzɪŋ] DJ[kənˋfju:ziŋ]
confusion,KK[kənˋfjuʒən] DJ[kənˋfju:ʒən]
congratulate,KK[kənˋgrætʃə͵let] DJ[kənˋgrætju͵leit]
congratulation,KK[kən͵grætʃəˋleʃən] DJ[kən͵grætjuˋleiʃən]
congress,KK[ˋkɑŋgrəs] DJ[ˋkɔŋgres]
congressional,KK[kənˋgrɛʃən!] DJ[kənˋgreʃənəl]
congressman,KK[ˋkɑŋgrəsmən] DJ[ˋkɔŋgresmən]
conjunction,KK[kənˋdʒʌŋkʃən] DJ[kənˋdʒʌŋkʃən]
connect,KK[kəˋnɛkt] DJ[kəˋnekt]
connected,KK[kəˋnɛktɪd] DJ[kəˋnektid]
connection,KK[kəˋnɛkʃən] DJ[kəˋnekʃən]
conquer,KK[͵kɑŋkɚ] DJ[͵kɔŋkə]
conquest,KK[ˋkɑŋkwɛst] DJ[ˋkɔŋkwest]
conscience,KK[ˋkɑnʃəns] DJ[ˋkɔnʃəns]
conscientious,KK[͵kɑnʃɪˋɛnʃəs] DJ[͵kɔnʃiˋenʃəs]
conscious,KK[ˋkɑnʃəs] DJ[ˋkɔnʃəs]
consciousness,KK[ˋkɑnʃəsnɪs] DJ[ˋkɔnʃəsnis]
consecutive,KK[kənˋsɛkjʊtɪv] DJ[kənˋsekjutiv]
consensus,KK[kənˋsɛnsəs] DJ[kənˋsensəs]
consent,KK[kənˋsɛnt] DJ[kənˋsent]
consequence,KK[ˋkɑnsə͵kwɛns] DJ[ˋkɔnsikwəns]
consequent,KK[ˋkɑnsə͵kwɛnt] DJ[ˋkɔnsi͵kwent]
consequently,KK[ˋkɑnsə͵kwɛntlɪ] DJ[ˋkɔnsikwentli]
conservation,KK[͵kɑnsɚˋveʃən] DJ[͵kɔnsə:ˋveiʃən]
conservative,KK[kənˋsɝvətɪv] DJ[kənˋsə:vətiv]
conserve,KK[kənˋsɝv] DJ[kənˋsə:v]
consider,KK[kənˋsɪdɚ] DJ[kənˋsidə]
considerable,KK[kənˋsɪdərəb!] DJ[kənˋsidərəbl]
considerate,KK[kənˋsɪdərɪt] DJ[kənˋsidərit]
consideration,KK[kənsɪdəˋreʃən] DJ[kənsidəˋreiʃən]
considering,KK[kənˋsɪdərɪŋ] DJ[kənˋsidəriŋ]
consist,KK[kənˋsɪst] DJ[kənˋsist]
consistent,KK[kənˋsɪstənt] DJ[kənˋsistənt]
consolation,KK[͵kɑnsəˋleʃən] DJ[͵kɔnsəˋleiʃən]
console,KK[ˋkɑnsol] DJ[ˋkɔnsəul]
consolidate,KK[kənˋsɑlə͵det] DJ[kənˋsɔli͵deit]
consonant,KK[ˋkɑnsənənt] DJ[ˋkɔnsənənt]
consortium,KK[kənˋsɔrʃɪəm] DJ[kənˋsɔ:tiəm]
conspicuous,KK[kənˋspɪkjʊəs] DJ[kənˋspikjuəs]
conspiracy,KK[kənˋspɪrəsɪ] DJ[kənˋspirəsi]
constable,KK[ˋkɑnstəb!] DJ[ˋkʌnstəbl]
constant,KK[ˋkɑnstənt] DJ[ˋkɔnstənt]
constituency,KK[kənˋstɪtʃʊənsɪ] DJ[kənˋstitjuənsi]
constituent,KK[kənˋstɪtʃʊənt] DJ[kənˋstitjuənt]
constitute,KK[ˋkɑnstə͵tjut] DJ[ˋkɔnstitju:t]
constitution,KK[͵kɑnstəˋtjuʃən] DJ[͵kɔnstiˋtju:ʃən]
constitutional,KK[͵kɑnstəˋtjuʃən!] DJ[͵kɔnstiˋtju:ʃənl]
constrain,KK[kənˋstrent] DJ[kənˋstreint]
constraint,KK[kənˋstrent] DJ[kənˋstreint]
construct,KK[kənˋstrʌkt] DJ[kənˋstrʌkt]
construction,KK[kənˋstrʌkʃən] DJ[kənˋstrʌkʃən]
constructive,KK[kənˋstrʌktɪv] DJ[kənˋstrʌktiv]
consult,KK[kənˋsʌlt] DJ[kənˋsʌlt]
consultant,KK[kənˋsʌltənt] DJ[kənˋsʌltənt]
consultation,KK[͵kɑnsəlˋteʃən] DJ[͵kɔnsəlˋteiʃən]
consume,KK[kənˋsjum] DJ[kənˋsju:m]
consumer,KK[kənˋsjumɚ] DJ[kənˋsju:mə]
consuming,KK[kənˋsumɪŋ] DJ[kənˋsju:miŋ]
consumption,KK[kənˋsʌmpʃən] DJ[kənˋsʌmpʃən]
contact,KK[ˋkɑntækt] DJ[ˋkɔntækt]
contagious,KK[kənˋtedʒəs] DJ[kənˋteidʒəs]
contain,KK[kənˋten] DJ[kənˋtein]
container,KK[kənˋtenɚ] DJ[kənˋteinə]
contaminant,KK[kənˋtæmənənt] DJ[kənˋtæmənənt]
contaminate,KK[kənˋtæmə͵net] DJ[kənˋtæmineit]
contemplate,KK[ˋkɑntɛm͵plet] DJ[ˋkɔntem͵pleit]
contemplation,KK[͵kɑntɛmˋpleʃən] DJ[͵kɔntemˋpleiʃən]
contemporary,KK[kənˋtɛmpə͵rɛrɪ] DJ[kənˋtempərəri]
contempt,KK[kənˋtɛmpt] DJ[kənˋtempt]
contend,KK[kənˋtɛnd] DJ[kənˋtend]
contender,KK[kənˋtɛndɚ] DJ[kənˋtendə]
content,KK[kənˋtɛnt] DJ[kənˋtent]
contention,KK[kənˋtɛnʃən] DJ[kənˋtenʃən]
contentment,KK[kənˋtɛntmənt] DJ[kənˋtentmənt]
contest,KK[kənˋtɛst] DJ[kənˋtest]
contestant,KK[kənˋtɛstənt] DJ[kənˋtestənt]
context,KK[ˋkɑntɛkst] DJ[ˋkɔntekst]
continent,KK[ˋkɑntənənt] DJ[ˋkɔntinənt]
continental,KK[͵kɑntəˋnɛnt!] DJ[͵kɔntiˋnentl]
contingent,KK[kənˋtɪndʒənt] DJ[kənˋtindʒənt]
continual,KK[kənˋtɪnjʊəl] DJ[kənˋtinjuəl]
continue,KK[kənˋtɪnjʊ] DJ[kənˋtinju:]
continuity,KK[͵kɑntəˋnjuətɪ] DJ[͵kɔntiˋnju:iti]
continuous,KK[kənˋtɪnjʊəs] DJ[kənˋtinjuəs]
contract,KK[kənˋtrækt] DJ[kənˋtrækt]
contractor,KK[ˋkɑntræktɚ] DJ[kənˋtræktə]
contradict,KK[͵kɑntrəˋdɪkt] DJ[͵kɔntrəˋdikt]
contradiction,KK[͵kɑntrəˋdɪkʃən] DJ[͵kɔntrəˋdikʃən]
contradictory,KK[͵kɑntrəˋdɪktərɪ] DJ[͵kɔntrəˋdiktəri]
contrary,KK[ˋkɑntrɛrɪ] DJ[ˋkɔntrəri]
contrast,KK[ˋkɑn͵træst] DJ[ˋkɔntræst]
contribute,KK[kənˋtrɪbjut] DJ[kənˋtribju:t]
contribution,KK[͵kɑntrəˋbjuʃən] DJ[͵kɔntriˋbju:ʃən]
contributor,KK[kənˋtrɪbjʊtɚ] DJ[kənˋtribjutə]
contrive,KK[kənˋtraɪv] DJ[kənˋtraiv]
control,KK[kənˋtrol] DJ[kənˋtrəul]
controller,KK[kənˋtrolɚ] DJ[kənˋtrəulə]
controversial,KK[͵kɑntrəˋvɝʃəl] DJ[͵kɔntrəˋvə:ʃəl]
controversy,KK[ˋkɑntrə͵vɝsɪ] DJ[ˋkɔntrəvə:si]
convene,KK[kənˋvin] DJ[kənˋvi:n]
convenience,KK[kənˋvinjəns] DJ[kənˋvi:njəns]
convenient,KK[kənˋvinjənt] DJ[kənˋvi:njənt]
convention,KK[kənˋvɛnʃən] DJ[kənˋvenʃən]
conventional,KK[kənˋvɛnʃən!] DJ[kənˋvenʃənl]
converge,KK[kənˋvɝdʒ] DJ[kənˋvə:dʒ]
conversation,KK[͵kɑnvɚˋseʃən] DJ[͵kɔnvəˋseiʃən]
converse,KK[kənˋvɝs] DJ[kənˋvə:s]
conversely,KK[kənˋvɝslɪ] DJ[kənˋvə:sli]
conversion,KK[kənˋvɝʃən] DJ[kənˋvə:ʃən]
convert,KK[kənˋvɝt] DJ[kənˋvə:t]
convertible,KK[kənˋvɝtəb!] DJ[kənˋvə:təbl]
convey,KK[kənˋve] DJ[kənˋvei]
convict,KK[kənˋvɪkt] DJ[kənˋvikt]
conviction,KK[kənˋvɪkʃən] DJ[kənˋvikʃən]
convince,KK[kənˋvɪns] DJ[kənˋvins]
convinced,KK[kənˋvɪnst] DJ[kənˋvinst]
convincing,KK[kənˋvɪnsɪŋ] DJ[kənˋvinsiŋ]
convoy,KK[ˋkɑnvɔɪ] DJ[ˋkɔnvɔi]
cook,KK[kʊk] DJ[kuk]
cooker,KK[ˋkʊkɚ] DJ[ˋkukə]
cooking,KK[ˋkʊkɪŋ] DJ[ˋkukiŋ]
cool,KK[kul] DJ[ku:l]
co-operate,KK[koˋɑpə͵ret] DJ[kəuˋɔpəreit]
co-operation,KK[ko͵ɑpəˋreʃən] DJ[kəu͵ɔpəˋreiʃən]
co-operative,KK[koˋɑpə͵retɪv] DJ[kəuˋɔpərətiv]
co-ordinate,KK[koˋɔrdnɪt] DJ[kəuˋɔ:dnit]
cop,KK[kɑp] DJ[kɔp]
cope,KK[kop] DJ[kəup]
copper,KK[ˋkɑpɚ] DJ[ˋkɔpə]
copy,KK[ˋkɑpɪ] DJ[ˋkɔpi]
copyright,KK[ˋkɑpɪ͵raɪt] DJ[ˋkɔpirait]
coral,KK[ˋkɔrəl] DJ[ˋkɔrəl]
cord,KK[kɔrd] DJ[kɔ:d]
cordial,KK[ˋkɔrdʒəl] DJ[ˋkɔ:djəl]
cordially,KK[ˋkɔrdʒəlɪ] DJ[͵kɔ:djəli]
core,KK[kor] DJ[kɔ:]
cork,KK[kɔrk] DJ[kɔ:k]
corn,KK[kɔrn] DJ[kɔ:n]
corner,KK[ˋkɔrnɚ] DJ[ˋkɔ:nə]
corporate,KK[ˋkɔrpərɪt] DJ[ˋkɔ:pərit]
corporation,KK[͵kɔrpəˋreʃən] DJ[͵kɔ:pəˋreiʃən]
corps,KK[kɔr] DJ[kɔ:]
corpse,KK[kɔrps] DJ[kɔ:ps]
correct,KK[kəˋrɛkt] DJ[kəˋrekt]
correction,KK[kəˋrɛkʃən] DJ[kəˋrekʃən]
correlate,KK[ˋkɔrə͵let] DJ[ˋkɔ:rə͵leit]
correspond,KK[͵kɔrɪˋspɑnd] DJ[͵kɔrisˋpɔnd]
correspondence,KK[͵kɔrəˋspɑndəns] DJ[͵kɔriˋspɔndəns]
correspondent,KK[͵kɔrɪˋspɑndənt] DJ[͵kɔriˋspɔndənt]
corresponding,KK[͵kɔrɪˋspɑndɪŋ] DJ[͵kɔriˋspɔndiŋ]
corridor,KK[ˋkɔrɪdɚ] DJ[ˋkɔridɔ:]
corrode,KK[kəˋrod] DJ[kəˋrəud]
corrupt,KK[kəˋrʌpt] DJ[kəˋrʌpt]
corruption,KK[kəˋrʌpʃən] DJ[kəˋrʌpʃən]
cosmetic,KK[kɑzˋmɛtɪk] DJ[kɔzˋmetik]
cosmic,KK[ˋkɑzmɪk] DJ[ˋkɔzmik]
cosmopolitan,KK[͵kɑzməˋpɑlətn] DJ[͵kɔzməˋpɔlitən]
cost,KK[kɔst] DJ[kɔst]
costly,KK[ˋkɔstlɪ] DJ[ˋkɔstli]
costume,KK[ˋkɑstjum] DJ[ˋkɔstju:m]
cottage,KK[ˋkɑtɪdʒ] DJ[ˋkɔtidʒ]
cotton,KK[ˋkɑtn] DJ[ˋkɔtn]
couch,KK[kotʃ] DJ[kəutʃ]
cough,KK[kɔf] DJ[kɔf]
could,KK[kʊd] DJ[kud]
council,KK[ˋkaʊns!] DJ[ˋkaunsil]
councilor,KK[ˋkaʊns!ɚ] DJ[ˋkaunsilə]
counsel,KK[ˋkaʊns!] DJ[ˋkaunsəl]
counselor,KK[ˋkaʊns!ɚ] DJ[ˋkaunsələ]
count,KK[kaʊnt] DJ[kaunt]
countable,KK[ˋkaʊntəb!] DJ[ˋkauntəbl]
counter,KK[ˋkaʊntɚ] DJ[ˋkauntə]
counterclockwise,KK[͵kaʊntɚˋklɑk͵waɪz] DJ[͵kauntəˋklɔkwaiz]
counterpart,KK[ˋkaʊntɚ͵pɑrt] DJ[ˋkauntəpɑ:t]
countless,KK[ˋkaʊntlɪs] DJ[ˋkauntlis]
country,KK[ˋkʌntrɪ] DJ[ˋkʌntri]
countryside,KK[ˋkʌntrɪ͵saɪd] DJ[ˋkʌntriˋsaid]
county,KK[ˋkaʊntɪ] DJ[ˋkaunti]
coup,KK[ku] DJ[ku:]
couple,KK[ˋkʌp!] DJ[ˋkʌpl]
coupon,KK[ˋkupɑn] DJ[ˋku:pɔn]
courage,KK[͵kɝɪdʒ] DJ[͵kʌridʒ]
courageous,KK[kəˋredʒəs] DJ[kəˋreidʒəs]
courier,KK[ˋkʊrɪɚ] DJ[ˋkuriə]
course,KK[kors] DJ[kɔ:s]
court,KK[kort] DJ[kɔ:t]
courteous,KK[ˋkɝtjəs] DJ[ˋkə:tjəs]
courtesy,KK[ˋkɝtəsɪ] DJ[ˋkə:tisi]
courtyard,KK[ˋkortˋjɑrd] DJ[ˋkɔ:tˋjɑ:d]
cousin,KK[ˋkʌzn] DJ[ˋkʌzn]
cover,KK[ˋkʌvɚ] DJ[ˋkʌvə]
coverage,KK[ˋkʌvərɪdʒ] DJ[ˋkʌvəridʒ]
covering,KK[ˋkʌvərɪŋ] DJ[ˋkʌvəriŋ]
covet,KK[ˋkʌvɪt] DJ[ˋkʌvit]
cow,KK[kaʊ] DJ[kau]
coward,KK[ˋkaʊɚd] DJ[ˋkauəd]
cowardly,KK[ˋkaʊɚdlɪ] DJ[ˋkauədli]
cowboy,KK[ˋkaʊbɔɪ] DJ[ˋkau͵bɔi]
cozy,KK[ˋkozɪ] DJ[ˋkəuzi]
crab,KK[kræb] DJ[kræb]
crack,KK[kræk] DJ[kræk]
crackdown,KK[ˋkræk͵daʊn] DJ[ˋkrækdaun]
cracker,KK[ˋkrækɚ] DJ[ˋkrækə]
cradle,KK[ˋkred!] DJ[ˋkreidl]
craft,KK[kræft] DJ[krɑ:ft]
cram,KK[kræm] DJ[kræm]
cramp,KK[kræmp] DJ[kræmp]
crane,KK[kren] DJ[krein]
crap,KK[kræp] DJ[kræp]
crash,KK[kræʃ] DJ[kræʃ]
crater,KK[ˋkretɚ] DJ[ˋkreitə]
crawl,KK[krɔl] DJ[krɔ:l]
crayon,KK[ˋkreən] DJ[ˋkreiən]
crazy,KK[ˋkrezɪ] DJ[ˋkreizi]
creak,KK[kræk] DJ[kræk]
cream,KK[krim] DJ[kri:m]
create,KK[krɪˋet] DJ[kriˋeit]
creation,KK[krɪˋeʃən] DJ[kriˋeiʃən]
creative,KK[krɪˋetɪv] DJ[kriˋeitiv]
creativity,KK[͵krieˋtɪvətɪ] DJ[͵kri:eiˋtiviti]
creator,KK[krɪˋetɚ] DJ[kriˋeitə]
creature,KK[ˋkritʃɚ] DJ[ˋkri:tʃə]
credibility,KK[͵krɛdəˋbɪlətɪ] DJ[͵krediˋbiliti]
credible,KK[ˋkrɛdəb!] DJ[ˋkredəbl]
credit,KK[ˋkrɛdɪt] DJ[ˋkredit]
creditor,KK[ˋkrɛdɪtɚ] DJ[ˋkreditə]
creek,KK[krik] DJ[kri:k]
creep,KK[krip] DJ[kri:p]
crew,KK[kru] DJ[kru:]
crib,KK[krɪb] DJ[krib]
cricket,KK[ˋkrɪkɪt] DJ[ˋkrikit]
crime,KK[kraɪm] DJ[kraim]
criminal,KK[ˋkrɪmən!] DJ[ˋkriminəl]
cripple,KK[ˋkrɪp!] DJ[ˋkripl]
crisis,KK[ˋkraɪsɪs] DJ[ˋkraisis]
crisp,KK[krɪsp] DJ[krisp]
crispy,KK[ˋkrɪspɪ] DJ[ˋkrispi]
criterion,KK[kraɪˋtɪrɪən] DJ[kraiˋtiəriən]
critic,KK[ˋkrɪtɪk] DJ[ˋkritik]
critical,KK[ˋkrɪtɪk!] DJ[ˋkritikəl]
criticism,KK[ˋkrɪtə͵sɪzəm] DJ[ˋkriti͵sizəm]
criticize,KK[ˋkrɪtɪ͵saɪz] DJ[ˋkritisaiz]
crocodile,KK[ˋkrɑkə͵daɪl] DJ[ˋkrɔkədail]
crook,KK[krʊk] DJ[kruk]
crooked,KK[ˋkrʊkɪd] DJ[ˋkrukid]
crop,KK[krɑp] DJ[krɔp]
cross,KK[krɔs] DJ[krɔ:s]
cross-country,KK[ˋkrɔsˋkʌntrɪ] DJ[ˋkrɔ:sˋkʌntri]
crossing,KK[ˋkrɔsɪŋ] DJ[ˋkrɔ:siŋ]
crossroad,KK[ˋkrɔs͵rod] DJ[ˋkrɔ:srəud]
crouch,KK[ˋkraʊtʃ] DJ[ˋkrautʃ]
crow,KK[kro] DJ[krəu]
crowd,KK[kraʊd] DJ[kraud]
crowded,KK[ˋkraʊdɪd] DJ[ˋkraudid]
crown,KK[kraʊn] DJ[kraun]
crucial,KK[ˋkruʃəl] DJ[ˋkru:ʃəl]
crude,KK[krud] DJ[kru:d]
cruel,KK[ˋkruəl] DJ[ˋkru:əl]
cruelty,KK[ˋkruəltɪ] DJ[ˋkru:əlti]
cruise,KK[kruz] DJ[kru:z]
cruiser,KK[ˋkruzɚ] DJ[ˋkru:zə]
crumb,KK[krʌm] DJ[krʌm]
crumble,KK[ˋkrʌmb!] DJ[ˋkrʌmbl]
crunch,KK[krʌntʃ] DJ[krʌntʃ]
crunchy,KK[ˋkrʌntʃɪ] DJ[ˋkrʌntʃi]
crush,KK[krʌʃ] DJ[krʌʃ]
crust,KK[krʌst] DJ[krʌst]
crutch,KK[krʌtʃ] DJ[krʌtʃ]
cry,KK[kraɪ] DJ[krai]
crystal,KK[ˋkrɪst!] DJ[ˋkristl]
cub,KK[kʌb] DJ[kʌb]
cube,KK[kjub] DJ[kju:b]
cubic,KK[ˋkjubɪk] DJ[ˋkju:bik]
cucumber,KK[ˋkjukəmbɚ] DJ[ˋkju:kəmbə]
cue,KK[kju] DJ[kju:]
cuisine,KK[kwɪˋzin] DJ[kwiˋzi:n]
culminate,KK[ˋkʌlmə͵net] DJ[ˋkʌlmineit]
cult,KK[kʌlt] DJ[kʌlt]
cultivate,KK[ˋkʌltə͵vet] DJ[ˋkʌltiveit]
cultural,KK[ˋkʌltʃərəl] DJ[ˋkʌltʃərəl]
culture,KK[ˋkʌltʃɚ] DJ[ˋkʌltʃə]
cumulative,KK[ˋkjʊmjʊ͵letɪv] DJ[ˋkju:mjulətiv]
cunning,KK[ˋkʌnɪŋ] DJ[ˋkʌniŋ]
cup,KK[kʌp] DJ[kʌp]
cupboard,KK[ˋkʌbɚd] DJ[ˋkʌbəd]
curb,KK[kɝb] DJ[kə:b]
cure,KK[kjʊr] DJ[kjuə]
curfew,KK[ˋkɝfju] DJ[ˋkə:fju:]
curiosity,KK[͵kjʊrɪˋɑsətɪ] DJ[͵kjuəriˋɔsiti]
curious,KK[ˋkjʊrɪəs] DJ[ˋkjuəriəs]
curl,KK[kɝl] DJ[kə:l]
currency,KK[ˋkɝənsɪ] DJ[ˋkə:rənsi]
current,KK[ˋkɝənt] DJ[ˋkə:rənt]
curriculum,KK[kəˋrɪkjələm] DJ[kəˋrikjuləm]
curry,KK[ˋkɝɪ] DJ[ˋkə:ri]
curse,KK[kɝs] DJ[kə:s]
curtain,KK[ˋkɝtn] DJ[ˋkə:tn]
curve,KK[kɝv] DJ[kə:v]
cushion,KK[ˋkʊʃən] DJ[ˋkuʃən]
custody,KK[ˋkʌstədɪ] DJ[ˋkʌstədi]
custom,KK[ˋkʌstəm] DJ[ˋkʌstəm]
customary,KK[ˋkʌstəm͵ɛrɪ] DJ[ˋkʌstəmeri]
customer,KK[ˋkʌstəmɚ] DJ[ˋkʌstəmə]
cut,KK[kʌt] DJ[kʌt]
cute,KK[kjut] DJ[kju:t]
cutting,KK[ˋkʌtɪŋ] DJ[ˋkʌtiŋ]
cycle,KK[ˋsaɪk!] DJ[ˋsaikl]
cyclist,KK[ˋsaɪk!ɪst] DJ[ˋsaiklist]
cylinder,KK[ˋsɪlɪndɚ] DJ[ˋsilində]
cynical,KK[ˋsɪnɪk!] DJ[ˋsinikəl]
dad,KK[dæd] DJ[dæd]
daffodil,KK[ˋdæfədɪl] DJ[ˋdæfədil]
daily,KK[ˋdelɪ] DJ[ˋdeili]
dairy,KK[ˋdɛrɪ] DJ[ˋdɛəri]
dam,KK[dæm] DJ[dæm]
damage,KK[ˋdæmɪdʒ] DJ[ˋdæmidʒ]
dame,KK[dem] DJ[deim]
damn,KK[dæm] DJ[dæm]
damned,KK[dæmd] DJ[dæmd]
damp,KK[dæmp] DJ[dæmp]
dance,KK[dæns] DJ[dɑ:ns]
dancer,KK[ˋdænsɚ] DJ[ˋdɑ:nsə]
dancing,KK[ˋdænsɪŋ] DJ[ˋdænsiŋ]
dandruff,KK[ˋdændrəf] DJ[ˋdændrəf]
danger,KK[ˋdendʒɚ] DJ[ˋdeindʒə]
dangerous,KK[ˋdendʒərəs] DJ[ˋdeindʒərəs]
dare,KK[dɛr] DJ[dɛə]
daring,KK[ˋdɑrlɪŋ] DJ[ˋdɑ:liŋ]
dark,KK[dɑrk] DJ[dɑ:k]
darling,KK[ˋdɑrlɪŋ] DJ[ˋdɑ:liŋ]
dart,KK[dɑrt] DJ[dɑ:t]
dash,KK[dæʃ] DJ[dæʃ]
data,KK[ˋdetə] DJ[ˋdeitə]
date,KK[det] DJ[deit]
daughter,KK[ˋdɔtɚ] DJ[ˋdɔ:tə]
dawn,KK[dɔn] DJ[dɔ:n]
day,KK[de] DJ[dei]
daybreak,KK[ˋde͵brek] DJ[ˋdeibreik]
daylight,KK[ˋde͵laɪt] DJ[ˋdeilait]
day-to-day,KK[ˋdetəˋde] DJ[ˋdeitəˋdei]
dazzle,KK[ˋdæz!] DJ[ˋdæzl]
dead,KK[dɛd] DJ[ded]
deadline,KK[ˋdɛd͵laɪn] DJ[ˋdedlain]
deadly,KK[ˋdɛdlɪ] DJ[ˋdedli]
deaf,KK[dɛf] DJ[def]
deafen,KK[ˋdɛfn] DJ[ˋdefn]
deal,KK[dil] DJ[di:l]
dealer,KK[ˋdilɚ] DJ[ˋdi:lə]
dealing,KK[ˋdilɪŋ] DJ[ˋdi:liŋ]
dear,KK[dɪr] DJ[diə]
death,KK[dɛθ] DJ[deθ]
debate,KK[dɪˋbet] DJ[diˋbeit]
debris,KK[dəˋbri] DJ[dəˋbri:]
debt,KK[dɛt] DJ[det]
debut,KK[dɪˋbju] DJ[diˋbju:]
decade,KK[ˋdɛked] DJ[ˋdekeid]
decay,KK[dɪˋke] DJ[diˋkei]
deceive,KK[dɪˋsiv] DJ[diˋsi:v]
December,KK[dɪˋsɛmbɚ] DJ[diˋsembə]
decent,KK[ˋdisnt] DJ[ˋdi:snt]
decide,KK[dɪˋsaɪd] DJ[diˋsaid]
decimal,KK[ˋdɛsɪm!] DJ[ˋdesiməl]
decision,KK[dɪˋsɪʒən] DJ[diˋsiʒən]
decisive,KK[dɪˋsaɪsɪv] DJ[diˋsaisiv]
deck,KK[dɛk] DJ[dek]
declaration,KK[͵dɛkləˋreʃən] DJ[͵dekləˋreiʃən]
declare,KK[dɪˋklɛr] DJ[diˋklɛə]
decline,KK[dɪˋklaɪn] DJ[diˋklain]
decorate,KK[ˋdɛkə͵ret] DJ[ˋdekəreit]
decoration,KK[͵dɛkəˋreʃən] DJ[͵dekəˋreiʃən]
decorative,KK[ˋdɛkərətɪv] DJ[ˋdekərətiv]
